area_name,area_code,date,new_cases,total_cases
Kingston upon Thames,E09000021,2020-08-13,4,784
Lambeth,E09000022,2020-08-13,6,1474
Lewisham,E09000023,2020-08-13,3,1283
Merton,E09000024,2020-08-13,5,993
Newham,E09000025,2020-08-13,10,1393
Redbridge,E09000026,2020-08-13,1,1232
Richmond upon Thames,E09000027,2020-08-13,6,595
Southwark,E09000028,2020-08-13,5,1528
Sutton,E09000029,2020-08-13,1,1047
Tower Hamlets,E09000030,2020-08-13,3,916
Waltham Forest,E09000031,2020-08-13,4,1103
Wandsworth,E09000032,2020-08-13,4,1286
Westminster,E09000033,2020-08-13,1,881
Barking and Dagenham,E09000002,2020-08-14,2,807
Barnet,E09000003,2020-08-14,11,1763
Bexley,E09000004,2020-08-14,2,1130
Brent,E09000005,2020-08-14,3,1855
Bromley,E09000006,2020-08-14,2,1579
Camden,E09000007,2020-08-14,1,757
Croydon,E09000008,2020-08-14,4,1924
Ealing,E09000009,2020-08-14,7,1698
Enfield,E09000010,2020-08-14,4,1271
Greenwich,E09000011,2020-08-14,0,1012
Hackney and City of London,E09000012,2020-08-14,6,1054
Hammersmith and Fulham,E09000013,2020-08-14,6,837
Haringey,E09000014,2020-08-14,3,845
Harrow,E09000015,2020-08-14,3,1351
Havering,E09000016,2020-08-14,4,1033
Hillingdon,E09000017,2020-08-14,5,1222
Hounslow,E09000018,2020-08-14,3,1206
Islington,E09000019,2020-08-14,0,615
Kensington and Chelsea,E09000020,2020-08-14,1,627
Kingston upon Thames,E09000021,2020-08-14,2,786
Lambeth,E09000022,2020-08-14,9,1483
Lewisham,E09000023,2020-08-14,4,1287
Merton,E09000024,2020-08-14,2,995
Newham,E09000025,2020-08-14,4,1397
Redbridge,E09000026,2020-08-14,2,1234
Richmond upon Thames,E09000027,2020-08-14,7,602
Southwark,E09000028,2020-08-14,8,1536
Sutton,E09000029,2020-08-14,1,1048
Tower Hamlets,E09000030,2020-08-14,6,922
Waltham Forest,E09000031,2020-08-14,6,1109
Wandsworth,E09000032,2020-08-14,4,1290
Westminster,E09000033,2020-08-14,4,885
Barking and Dagenham,E09000002,2020-08-15,2,809
Barnet,E09000003,2020-08-15,1,1764
Bexley,E09000004,2020-08-15,0,1130
Brent,E09000005,2020-08-15,2,1857
Bromley,E09000006,2020-08-15,2,1581
Camden,E09000007,2020-08-15,6,763
Croydon,E09000008,2020-08-15,0,1924
Ealing,E09000009,2020-08-15,10,1708
Enfield,E09000010,2020-08-15,2,1273
Greenwich,E09000011,2020-08-15,2,1014
Hackney and City of London,E09000012,2020-08-15,1,1055
Hammersmith and Fulham,E09000013,2020-08-15,4,841
Haringey,E09000014,2020-08-15,4,849
Harrow,E09000015,2020-08-15,4,1355
Havering,E09000016,2020-08-15,4,1037
Hillingdon,E09000017,2020-08-15,7,1229
Hounslow,E09000018,2020-08-15,7,1213
Islington,E09000019,2020-08-15,2,617
Kensington and Chelsea,E09000020,2020-08-15,1,628
Kingston upon Thames,E09000021,2020-08-15,3,789
Lambeth,E09000022,2020-08-15,3,1486
Lewisham,E09000023,2020-08-15,1,1288
Merton,E09000024,2020-08-15,1,996
Newham,E09000025,2020-08-15,6,1403
Redbridge,E09000026,2020-08-15,7,1241
Richmond upon Thames,E09000027,2020-08-15,5,607
Southwark,E09000028,2020-08-15,7,1543
Sutton,E09000029,2020-08-15,0,1048
Tower Hamlets,E09000030,2020-08-15,1,923
Waltham Forest,E09000031,2020-08-15,2,1111
Wandsworth,E09000032,2020-08-15,9,1299
Westminster,E09000033,2020-08-15,1,886
Barking and Dagenham,E09000002,2020-08-16,4,813
Barnet,E09000003,2020-08-16,6,1770
Bexley,E09000004,2020-08-16,0,1130
Brent,E09000005,2020-08-16,2,1859
Bromley,E09000006,2020-08-16,4,1585
Camden,E09000007,2020-08-16,1,764
Croydon,E09000008,2020-08-16,2,1926
Ealing,E09000009,2020-08-16,3,1711
Enfield,E09000010,2020-08-16,2,1275
Greenwich,E09000011,2020-08-16,0,1014
Hackney and City of London,E09000012,2020-08-16,7,1062
Hammersmith and Fulham,E09000013,2020-08-16,0,841
Haringey,E09000014,2020-08-16,1,850
Harrow,E09000015,2020-08-16,1,1356
Havering,E09000016,2020-08-16,2,1039
Hillingdon,E09000017,2020-08-16,7,1236
Hounslow,E09000018,2020-08-16,4,1217
Islington,E09000019,2020-08-16,0,617
Kensington and Chelsea,E09000020,2020-08-16,2,630
Kingston upon Thames,E09000021,2020-08-16,4,793
Lambeth,E09000022,2020-08-16,0,1486
Lewisham,E09000023,2020-08-16,2,1290
Merton,E09000024,2020-08-16,3,999
Newham,E09000025,2020-08-16,8,1411
Redbridge,E09000026,2020-08-16,0,1241
Richmond upon Thames,E09000027,2020-08-16,1,608
Southwark,E09000028,2020-08-16,8,1551
Sutton,E09000029,2020-08-16,1,1049
Tower Hamlets,E09000030,2020-08-16,6,929
Waltham Forest,E09000031,2020-08-16,3,1114
Wandsworth,E09000032,2020-08-16,1,1300
Westminster,E09000033,2020-08-16,3,889
Barking and Dagenham,E09000002,2020-08-17,6,819
Barnet,E09000003,2020-08-17,9,1779
Bexley,E09000004,2020-08-17,1,1131
Brent,E09000005,2020-08-17,7,1866
Bromley,E09000006,2020-08-17,7,1592
Camden,E09000007,2020-08-17,9,773
Croydon,E09000008,2020-08-17,11,1937
Ealing,E09000009,2020-08-17,14,1725
Enfield,E09000010,2020-08-17,6,1281
Greenwich,E09000011,2020-08-17,2,1016
Hackney and City of London,E09000012,2020-08-17,6,1068
Hammersmith and Fulham,E09000013,2020-08-17,7,848
Haringey,E09000014,2020-08-17,4,854
Harrow,E09000015,2020-08-17,8,1364
Havering,E09000016,2020-08-17,2,1041
Hillingdon,E09000017,2020-08-17,6,1242
Hounslow,E09000018,2020-08-17,6,1223
Islington,E09000019,2020-08-17,5,622
Kensington and Chelsea,E09000020,2020-08-17,4,634
Kingston upon Thames,E09000021,2020-08-17,3,796
Lambeth,E09000022,2020-08-17,12,1498
Lewisham,E09000023,2020-08-17,4,1294
Merton,E09000024,2020-08-17,2,1001
Newham,E09000025,2020-08-17,6,1417
Redbridge,E09000026,2020-08-17,4,1245
Richmond upon Thames,E09000027,2020-08-17,2,610
Southwark,E09000028,2020-08-17,9,1560
Sutton,E09000029,2020-08-17,5,1054
Tower Hamlets,E09000030,2020-08-17,5,934
Waltham Forest,E09000031,2020-08-17,8,1122
Wandsworth,E09000032,2020-08-17,6,1306
Westminster,E09000033,2020-08-17,3,892
Barking and Dagenham,E09000002,2020-08-18,5,824
Barnet,E09000003,2020-08-18,11,1790
Bexley,E09000004,2020-08-18,4,1135
Brent,E09000005,2020-08-18,3,1869
Bromley,E09000006,2020-08-18,2,1594
Camden,E09000007,2020-08-18,2,775
Croydon,E09000008,2020-08-18,6,1943
Ealing,E09000009,2020-08-18,14,1739
Enfield,E09000010,2020-08-18,8,1289
Greenwich,E09000011,2020-08-18,2,1018
Hackney and City of London,E09000012,2020-08-18,9,1077
Hammersmith and Fulham,E09000013,2020-08-18,2,850
Haringey,E09000014,2020-08-18,6,860
Harrow,E09000015,2020-08-18,6,1370
Havering,E09000016,2020-08-18,5,1046
Hillingdon,E09000017,2020-08-18,17,1259
Hounslow,E09000018,2020-08-18,7,1230
Islington,E09000019,2020-08-18,2,624
Kensington and Chelsea,E09000020,2020-08-18,2,636
Kingston upon Thames,E09000021,2020-08-18,2,798
Lambeth,E09000022,2020-08-18,3,1501
Lewisham,E09000023,2020-08-18,5,1299
Merton,E09000024,2020-08-18,2,1003
Newham,E09000025,2020-08-18,4,1421
Redbridge,E09000026,2020-08-18,3,1248
Richmond upon Thames,E09000027,2020-08-18,3,613
Southwark,E09000028,2020-08-18,6,1566
Sutton,E09000029,2020-08-18,5,1059
Tower Hamlets,E09000030,2020-08-18,6,940
Waltham Forest,E09000031,2020-08-18,8,1130
Wandsworth,E09000032,2020-08-18,12,1318
Westminster,E09000033,2020-08-18,10,902
Barking and Dagenham,E09000002,2020-08-19,2,826
Barnet,E09000003,2020-08-19,9,1799
Bexley,E09000004,2020-08-19,4,1139
Brent,E09000005,2020-08-19,3,1872
Bromley,E09000006,2020-08-19,7,1601
Camden,E09000007,2020-08-19,2,777
Croydon,E09000008,2020-08-19,5,1948
Ealing,E09000009,2020-08-19,7,1746
Enfield,E09000010,2020-08-19,9,1298
Greenwich,E09000011,2020-08-19,1,1019
Hackney and City of London,E09000012,2020-08-19,16,1093
Hammersmith and Fulham,E09000013,2020-08-19,1,851
Haringey,E09000014,2020-08-19,8,868
Harrow,E09000015,2020-08-19,1,1371
Havering,E09000016,2020-08-19,3,1049
Hillingdon,E09000017,2020-08-19,4,1263
Hounslow,E09000018,2020-08-19,4,1234
Islington,E09000019,2020-08-19,3,627
Kensington and Chelsea,E09000020,2020-08-19,4,640
Kingston upon Thames,E09000021,2020-08-19,3,801
Lambeth,E09000022,2020-08-19,6,1507
Lewisham,E09000023,2020-08-19,6,1305
Merton,E09000024,2020-08-19,6,1009
Newham,E09000025,2020-08-19,4,1425
Redbridge,E09000026,2020-08-19,2,1250
Richmond upon Thames,E09000027,2020-08-19,4,617
Southwark,E09000028,2020-08-19,7,1573
Sutton,E09000029,2020-08-19,5,1064
Tower Hamlets,E09000030,2020-08-19,5,945
Waltham Forest,E09000031,2020-08-19,0,1130
Wandsworth,E09000032,2020-08-19,8,1326
Westminster,E09000033,2020-08-19,4,906
Barking and Dagenham,E09000002,2020-08-20,5,831
Barnet,E09000003,2020-08-20,2,1801
Bexley,E09000004,2020-08-20,7,1146
Brent,E09000005,2020-08-20,7,1879
Bromley,E09000006,2020-08-20,8,1609
Camden,E09000007,2020-08-20,10,787
Croydon,E09000008,2020-08-20,6,1954
Ealing,E09000009,2020-08-20,8,1754
Enfield,E09000010,2020-08-20,9,1307
Greenwich,E09000011,2020-08-20,3,1022
Hackney and City of London,E09000012,2020-08-20,19,1112
Hammersmith and Fulham,E09000013,2020-08-20,11,862
Haringey,E09000014,2020-08-20,9,877
Harrow,E09000015,2020-08-20,9,1380
Havering,E09000016,2020-08-20,4,1053
Hillingdon,E09000017,2020-08-20,3,1266
Hounslow,E09000018,2020-08-20,7,1241
Islington,E09000019,2020-08-20,4,631
Kensington and Chelsea,E09000020,2020-08-20,7,647
Kingston upon Thames,E09000021,2020-08-20,1,802
Lambeth,E09000022,2020-08-20,7,1514
Lewisham,E09000023,2020-08-20,4,1309
Merton,E09000024,2020-08-20,0,1009
Newham,E09000025,2020-08-20,2,1427
Redbridge,E09000026,2020-08-20,2,1252
Richmond upon Thames,E09000027,2020-08-20,2,619
Southwark,E09000028,2020-08-20,13,1586
Sutton,E09000029,2020-08-20,3,1067
Tower Hamlets,E09000030,2020-08-20,6,951
Waltham Forest,E09000031,2020-08-20,4,1134
Wandsworth,E09000032,2020-08-20,13,1339
Westminster,E09000033,2020-08-20,9,915
Barking and Dagenham,E09000002,2020-08-21,4,835
Barnet,E09000003,2020-08-21,9,1810
Bexley,E09000004,2020-08-21,1,1147
Brent,E09000005,2020-08-21,5,1884
Bromley,E09000006,2020-08-21,2,1611
Camden,E09000007,2020-08-21,6,793
Croydon,E09000008,2020-08-21,2,1956
Ealing,E09000009,2020-08-21,8,1762
Enfield,E09000010,2020-08-21,6,1313
Greenwich,E09000011,2020-08-21,4,1026
Hackney and City of London,E09000012,2020-08-21,10,1122
Hammersmith and Fulham,E09000013,2020-08-21,3,865
Haringey,E09000014,2020-08-21,3,880
Harrow,E09000015,2020-08-21,7,1387
Havering,E09000016,2020-08-21,6,1059
Hillingdon,E09000017,2020-08-21,4,1270
Hounslow,E09000018,2020-08-21,3,1244
Islington,E09000019,2020-08-21,8,639
Kensington and Chelsea,E09000020,2020-08-21,2,649
Kingston upon Thames,E09000021,2020-08-21,2,804
Lambeth,E09000022,2020-08-21,12,1526
Lewisham,E09000023,2020-08-21,7,1316
Merton,E09000024,2020-08-21,2,1011
Newham,E09000025,2020-08-21,2,1429
Redbridge,E09000026,2020-08-21,6,1258
Richmond upon Thames,E09000027,2020-08-21,4,623
Southwark,E09000028,2020-08-21,8,1594
Sutton,E09000029,2020-08-21,3,1070
Tower Hamlets,E09000030,2020-08-21,4,955
Waltham Forest,E09000031,2020-08-21,4,1138
Wandsworth,E09000032,2020-08-21,15,1354
Westminster,E09000033,2020-08-21,4,919
Barking and Dagenham,E09000002,2020-08-22,3,838
Barnet,E09000003,2020-08-22,6,1816
Bexley,E09000004,2020-08-22,2,1149
Brent,E09000005,2020-08-22,3,1887
Bromley,E09000006,2020-08-22,7,1618
Camden,E09000007,2020-08-22,2,795
Croydon,E09000008,2020-08-22,1,1957
Ealing,E09000009,2020-08-22,9,1771
Enfield,E09000010,2020-08-22,3,1316
Greenwich,E09000011,2020-08-22,0,1026
Hackney and City of London,E09000012,2020-08-22,3,1125
Hammersmith and Fulham,E09000013,2020-08-22,7,872
Haringey,E09000014,2020-08-22,4,884
Harrow,E09000015,2020-08-22,3,1390
Havering,E09000016,2020-08-22,3,1062
Hillingdon,E09000017,2020-08-22,7,1277
Hounslow,E09000018,2020-08-22,5,1249
Islington,E09000019,2020-08-22,2,641
Kensington and Chelsea,E09000020,2020-08-22,2,651
Kingston upon Thames,E09000021,2020-08-22,1,805
Lambeth,E09000022,2020-08-22,2,1528
Lewisham,E09000023,2020-08-22,2,1318
Merton,E09000024,2020-08-22,4,1015
Newham,E09000025,2020-08-22,7,1436
Redbridge,E09000026,2020-08-22,3,1261
Richmond upon Thames,E09000027,2020-08-22,4,627
Southwark,E09000028,2020-08-22,4,1598
Sutton,E09000029,2020-08-22,2,1072
Tower Hamlets,E09000030,2020-08-22,6,961
Waltham Forest,E09000031,2020-08-22,3,1141
Wandsworth,E09000032,2020-08-22,6,1360
Westminster,E09000033,2020-08-22,3,922
Barking and Dagenham,E09000002,2020-08-23,3,841
Barnet,E09000003,2020-08-23,5,1821
Bexley,E09000004,2020-08-23,2,1151
Brent,E09000005,2020-08-23,4,1891
Bromley,E09000006,2020-08-23,5,1623
Camden,E09000007,2020-08-23,3,798
Croydon,E09000008,2020-08-23,2,1959
Ealing,E09000009,2020-08-23,11,1782
Enfield,E09000010,2020-08-23,8,1324
Greenwich,E09000011,2020-08-23,3,1029
Hackney and City of London,E09000012,2020-08-23,16,1141
Hammersmith and Fulham,E09000013,2020-08-23,4,876
Haringey,E09000014,2020-08-23,9,893
Harrow,E09000015,2020-08-23,4,1394
Havering,E09000016,2020-08-23,8,1070
Hillingdon,E09000017,2020-08-23,3,1280
Hounslow,E09000018,2020-08-23,3,1252
Islington,E09000019,2020-08-23,1,642
Kensington and Chelsea,E09000020,2020-08-23,3,654
Kingston upon Thames,E09000021,2020-08-23,3,808
Lambeth,E09000022,2020-08-23,1,1529
Lewisham,E09000023,2020-08-23,6,1324
Merton,E09000024,2020-08-23,4,1019
Newham,E09000025,2020-08-23,4,1440
Redbridge,E09000026,2020-08-23,3,1264
Richmond upon Thames,E09000027,2020-08-23,1,628
Southwark,E09000028,2020-08-23,6,1604
Sutton,E09000029,2020-08-23,4,1076
Tower Hamlets,E09000030,2020-08-23,5,966
Waltham Forest,E09000031,2020-08-23,1,1142
Wandsworth,E09000032,2020-08-23,5,1365
Westminster,E09000033,2020-08-23,4,926
Barking and Dagenham,E09000002,2020-08-24,11,852
Barnet,E09000003,2020-08-24,3,1824
Bexley,E09000004,2020-08-24,2,1153
Brent,E09000005,2020-08-24,2,1893
Bromley,E09000006,2020-08-24,4,1627
Camden,E09000007,2020-08-24,10,808
Croydon,E09000008,2020-08-24,13,1972
Ealing,E09000009,2020-08-24,8,1790
Enfield,E09000010,2020-08-24,7,1331
Greenwich,E09000011,2020-08-24,4,1033
Hackney and City of London,E09000012,2020-08-24,13,1154
Hammersmith and Fulham,E09000013,2020-08-24,7,883
Haringey,E09000014,2020-08-24,4,897
Harrow,E09000015,2020-08-24,9,1403
Havering,E09000016,2020-08-24,1,1071
Hillingdon,E09000017,2020-08-24,4,1284
Hounslow,E09000018,2020-08-24,3,1255
Islington,E09000019,2020-08-24,7,649
Kensington and Chelsea,E09000020,2020-08-24,12,666
Kingston upon Thames,E09000021,2020-08-24,2,810
Lambeth,E09000022,2020-08-24,6,1535
Lewisham,E09000023,2020-08-24,4,1328
Merton,E09000024,2020-08-24,1,1020
Newham,E09000025,2020-08-24,6,1446
Redbridge,E09000026,2020-08-24,5,1269
Richmond upon Thames,E09000027,2020-08-24,5,633
Southwark,E09000028,2020-08-24,11,1615
Sutton,E09000029,2020-08-24,0,1076
Tower Hamlets,E09000030,2020-08-24,11,977
Waltham Forest,E09000031,2020-08-24,6,1148
Wandsworth,E09000032,2020-08-24,5,1370
Westminster,E09000033,2020-08-24,9,935
Barking and Dagenham,E09000002,2020-08-25,1,853
Barnet,E09000003,2020-08-25,8,1832
Bexley,E09000004,2020-08-25,2,1155
Brent,E09000005,2020-08-25,4,1897
Bromley,E09000006,2020-08-25,4,1631
Camden,E09000007,2020-08-25,9,817
Croydon,E09000008,2020-08-25,4,1976
Ealing,E09000009,2020-08-25,6,1796
Enfield,E09000010,2020-08-25,8,1339
Greenwich,E09000011,2020-08-25,7,1040
Hackney and City of London,E09000012,2020-08-25,12,1166
Hammersmith and Fulham,E09000013,2020-08-25,5,888
Haringey,E09000014,2020-08-25,3,900
Harrow,E09000015,2020-08-25,15,1418
Havering,E09000016,2020-08-25,5,1076
Hillingdon,E09000017,2020-08-25,5,1289
Hounslow,E09000018,2020-08-25,2,1257
Islington,E09000019,2020-08-25,4,653
Kensington and Chelsea,E09000020,2020-08-25,6,672
Kingston upon Thames,E09000021,2020-08-25,4,814
Lambeth,E09000022,2020-08-25,7,1542
Lewisham,E09000023,2020-08-25,2,1330
Merton,E09000024,2020-08-25,1,1021
Newham,E09000025,2020-08-25,6,1452
Redbridge,E09000026,2020-08-25,3,1272
Richmond upon Thames,E09000027,2020-08-25,5,638
Southwark,E09000028,2020-08-25,2,1617
Sutton,E09000029,2020-08-25,1,1077
Tower Hamlets,E09000030,2020-08-25,7,984
Waltham Forest,E09000031,2020-08-25,4,1152
Wandsworth,E09000032,2020-08-25,9,1379
Westminster,E09000033,2020-08-25,9,944
Barking and Dagenham,E09000002,2020-08-26,1,854
Barnet,E09000003,2020-08-26,15,1847
Bexley,E09000004,2020-08-26,3,1158
Brent,E09000005,2020-08-26,7,1904
Bromley,E09000006,2020-08-26,6,1637
Camden,E09000007,2020-08-26,2,819
Croydon,E09000008,2020-08-26,3,1979
Ealing,E09000009,2020-08-26,7,1803
Enfield,E09000010,2020-08-26,10,1349
Greenwich,E09000011,2020-08-26,0,1040
Hackney and City of London,E09000012,2020-08-26,5,1171
Hammersmith and Fulham,E09000013,2020-08-26,5,893
Haringey,E09000014,2020-08-26,6,906
Harrow,E09000015,2020-08-26,5,1423
Havering,E09000016,2020-08-26,2,1078
Hillingdon,E09000017,2020-08-26,7,1296
Hounslow,E09000018,2020-08-26,9,1266
Islington,E09000019,2020-08-26,2,655
Kensington and Chelsea,E09000020,2020-08-26,5,677
Kingston upon Thames,E09000021,2020-08-26,3,817
Lambeth,E09000022,2020-08-26,10,1552
Lewisham,E09000023,2020-08-26,3,1333
Merton,E09000024,2020-08-26,2,1023
Newham,E09000025,2020-08-26,5,1457
Redbridge,E09000026,2020-08-26,6,1278
Richmond upon Thames,E09000027,2020-08-26,3,641
Southwark,E09000028,2020-08-26,4,1621
Sutton,E09000029,2020-08-26,2,1079
Tower Hamlets,E09000030,2020-08-26,3,987
Waltham Forest,E09000031,2020-08-26,8,1160
Wandsworth,E09000032,2020-08-26,11,1390
Westminster,E09000033,2020-08-26,5,949
Barking and Dagenham,E09000002,2020-08-27,4,858
Barnet,E09000003,2020-08-27,21,1868
Bexley,E09000004,2020-08-27,4,1162
Brent,E09000005,2020-08-27,11,1915
Bromley,E09000006,2020-08-27,4,1641
Camden,E09000007,2020-08-27,3,822
Croydon,E09000008,2020-08-27,5,1984
Ealing,E09000009,2020-08-27,8,1811
Enfield,E09000010,2020-08-27,5,1354
Greenwich,E09000011,2020-08-27,4,1044
Hackney and City of London,E09000012,2020-08-27,6,1177
Hammersmith and Fulham,E09000013,2020-08-27,5,898
Haringey,E09000014,2020-08-27,3,909
Harrow,E09000015,2020-08-27,4,1427
Havering,E09000016,2020-08-27,17,1095
Hillingdon,E09000017,2020-08-27,2,1298
Hounslow,E09000018,2020-08-27,3,1269
Islington,E09000019,2020-08-27,6,661
Kensington and Chelsea,E09000020,2020-08-27,8,685
Kingston upon Thames,E09000021,2020-08-27,4,821
Lambeth,E09000022,2020-08-27,15,1567
Lewisham,E09000023,2020-08-27,6,1339
Merton,E09000024,2020-08-27,3,1026
Newham,E09000025,2020-08-27,15,1472
Redbridge,E09000026,2020-08-27,9,1287
Richmond upon Thames,E09000027,2020-08-27,10,651
Southwark,E09000028,2020-08-27,6,1627
Sutton,E09000029,2020-08-27,2,1081
Tower Hamlets,E09000030,2020-08-27,7,994
Waltham Forest,E09000031,2020-08-27,11,1171
Wandsworth,E09000032,2020-08-27,12,1402
Westminster,E09000033,2020-08-27,6,955
Barking and Dagenham,E09000002,2020-08-28,5,863
Barnet,E09000003,2020-08-28,12,1880
Bexley,E09000004,2020-08-28,7,1169
Brent,E09000005,2020-08-28,10,1925
Bromley,E09000006,2020-08-28,3,1644
Camden,E09000007,2020-08-28,7,829
Croydon,E09000008,2020-08-28,7,1991
Ealing,E09000009,2020-08-28,3,1814
Enfield,E09000010,2020-08-28,4,1358
Greenwich,E09000011,2020-08-28,10,1054
Hackney and City of London,E09000012,2020-08-28,9,1186
Hammersmith and Fulham,E09000013,2020-08-28,8,906
Haringey,E09000014,2020-08-28,9,918
Harrow,E09000015,2020-08-28,5,1432
Havering,E09000016,2020-08-28,7,1102
Hillingdon,E09000017,2020-08-28,8,1306
Hounslow,E09000018,2020-08-28,2,1271
Islington,E09000019,2020-08-28,3,664
Kensington and Chelsea,E09000020,2020-08-28,6,691
Kingston upon Thames,E09000021,2020-08-28,2,823
Lambeth,E09000022,2020-08-28,9,1576
Lewisham,E09000023,2020-08-28,8,1347
Merton,E09000024,2020-08-28,5,1031
Newham,E09000025,2020-08-28,8,1480
Redbridge,E09000026,2020-08-28,6,1293
Richmond upon Thames,E09000027,2020-08-28,3,654
Southwark,E09000028,2020-08-28,9,1636
Sutton,E09000029,2020-08-28,4,1085
Tower Hamlets,E09000030,2020-08-28,10,1004
Waltham Forest,E09000031,2020-08-28,9,1180
Wandsworth,E09000032,2020-08-28,12,1414
Westminster,E09000033,2020-08-28,9,964
Barking and Dagenham,E09000002,2020-08-29,2,865
Barnet,E09000003,2020-08-29,4,1884
Bexley,E09000004,2020-08-29,8,1177
Brent,E09000005,2020-08-29,10,1935
Bromley,E09000006,2020-08-29,5,1649
Camden,E09000007,2020-08-29,5,834
Croydon,E09000008,2020-08-29,5,1996
Ealing,E09000009,2020-08-29,5,1819
Enfield,E09000010,2020-08-29,3,1361
Greenwich,E09000011,2020-08-29,7,1061
Hackney and City of London,E09000012,2020-08-29,3,1189
Hammersmith and Fulham,E09000013,2020-08-29,5,911
Haringey,E09000014,2020-08-29,4,922
Harrow,E09000015,2020-08-29,8,1440
Havering,E09000016,2020-08-29,5,1107
Hillingdon,E09000017,2020-08-29,8,1314
Hounslow,E09000018,2020-08-29,9,1280
Islington,E09000019,2020-08-29,3,667
Kensington and Chelsea,E09000020,2020-08-29,2,693
Kingston upon Thames,E09000021,2020-08-29,2,825
Lambeth,E09000022,2020-08-29,4,1580
Lewisham,E09000023,2020-08-29,0,1347
Merton,E09000024,2020-08-29,2,1033
Newham,E09000025,2020-08-29,3,1483
Redbridge,E09000026,2020-08-29,3,1296
Richmond upon Thames,E09000027,2020-08-29,2,656
Southwark,E09000028,2020-08-29,3,1639
Sutton,E09000029,2020-08-29,3,1088
Tower Hamlets,E09000030,2020-08-29,5,1009
Waltham Forest,E09000031,2020-08-29,0,1180
Wandsworth,E09000032,2020-08-29,9,1423
Westminster,E09000033,2020-08-29,2,966
Barking and Dagenham,E09000002,2020-08-30,4,869
Barnet,E09000003,2020-08-30,4,1888
Bexley,E09000004,2020-08-30,6,1183
Brent,E09000005,2020-08-30,4,1939
Bromley,E09000006,2020-08-30,3,1652
Camden,E09000007,2020-08-30,3,837
Croydon,E09000008,2020-08-30,4,2000
Ealing,E09000009,2020-08-30,8,1827
Enfield,E09000010,2020-08-30,2,1363
Greenwich,E09000011,2020-08-30,7,1068
Hackney and City of London,E09000012,2020-08-30,5,1194
Hammersmith and Fulham,E09000013,2020-08-30,6,917
Haringey,E09000014,2020-08-30,4,926
Harrow,E09000015,2020-08-30,9,1449
Havering,E09000016,2020-08-30,3,1110
Hillingdon,E09000017,2020-08-30,1,1315
Hounslow,E09000018,2020-08-30,9,1289
Islington,E09000019,2020-08-30,1,668
Kensington and Chelsea,E09000020,2020-08-30,7,700
Kingston upon Thames,E09000021,2020-08-30,7,832
Lambeth,E09000022,2020-08-30,4,1584
Lewisham,E09000023,2020-08-30,0,1347
Merton,E09000024,2020-08-30,2,1035
Newham,E09000025,2020-08-30,4,1487
Redbridge,E09000026,2020-08-30,5,1301
Richmond upon Thames,E09000027,2020-08-30,2,658
Southwark,E09000028,2020-08-30,3,1642
Sutton,E09000029,2020-08-30,0,1088
Tower Hamlets,E09000030,2020-08-30,6,1015
Waltham Forest,E09000031,2020-08-30,5,1185
Wandsworth,E09000032,2020-08-30,5,1428
Westminster,E09000033,2020-08-30,0,966
Barking and Dagenham,E09000002,2020-08-31,11,880
Barnet,E09000003,2020-08-31,15,1903
Bexley,E09000004,2020-08-31,8,1191
Brent,E09000005,2020-08-31,3,1942
Bromley,E09000006,2020-08-31,2,1654
Camden,E09000007,2020-08-31,4,841
Croydon,E09000008,2020-08-31,9,2009
Ealing,E09000009,2020-08-31,11,1838
Enfield,E09000010,2020-08-31,8,1371
Greenwich,E09000011,2020-08-31,2,1070
Hackney and City of London,E09000012,2020-08-31,6,1200
Hammersmith and Fulham,E09000013,2020-08-31,5,922
Haringey,E09000014,2020-08-31,3,929
Harrow,E09000015,2020-08-31,4,1453
Havering,E09000016,2020-08-31,6,1116
Hillingdon,E09000017,2020-08-31,7,1322
Hounslow,E09000018,2020-08-31,8,1297
Islington,E09000019,2020-08-31,3,671
Kensington and Chelsea,E09000020,2020-08-31,5,705
Kingston upon Thames,E09000021,2020-08-31,8,840
Lambeth,E09000022,2020-08-31,6,1590
Lewisham,E09000023,2020-08-31,10,1357
Merton,E09000024,2020-08-31,3,1038
Newham,E09000025,2020-08-31,11,1498
Redbridge,E09000026,2020-08-31,13,1314
Richmond upon Thames,E09000027,2020-08-31,5,663
Southwark,E09000028,2020-08-31,2,1644
Sutton,E09000029,2020-08-31,4,1092
Tower Hamlets,E09000030,2020-08-31,16,1031
Waltham Forest,E09000031,2020-08-31,5,1190
Wandsworth,E09000032,2020-08-31,7,1435
Westminster,E09000033,2020-08-31,6,972
Barking and Dagenham,E09000002,2020-09-01,10,890
Barnet,E09000003,2020-09-01,24,1927
Bexley,E09000004,2020-09-01,3,1194
Brent,E09000005,2020-09-01,12,1954
Bromley,E09000006,2020-09-01,13,1667
Camden,E09000007,2020-09-01,4,845
Croydon,E09000008,2020-09-01,13,2022
Ealing,E09000009,2020-09-01,8,1846
Enfield,E09000010,2020-09-01,9,1380
Greenwich,E09000011,2020-09-01,9,1079
Hackney and City of London,E09000012,2020-09-01,8,1208
Hammersmith and Fulham,E09000013,2020-09-01,13,935
Haringey,E09000014,2020-09-01,8,937
Harrow,E09000015,2020-09-01,7,1460
Havering,E09000016,2020-09-01,15,1131
Hillingdon,E09000017,2020-09-01,7,1329
Hounslow,E09000018,2020-09-01,12,1309
Islington,E09000019,2020-09-01,6,677
